Medical Code,Procedure Name,Cost
4585W,,327.06
40778,,8924.03
2106D,,52.1
6291L,,220.48
3541X,,117.23
47745,,9077.16
43825,,131.76
3367X,,180.21
82350,,474.17
8022B,,477.57
6262G,,255.2
9676S,,867.2
3374T,,152.06
24892,,249.1
70016,,96.23
61411,,395.94
81629,,321.5
55415,,178.58
58632,,134.53
3642V,,151.58
3595M,,6155.38
7940H,,215.65
6389Z,,346.15
8152P,,370.78
2026P,,194.63
23926,,5611.72
21170,,342.69
79757,,190.67
47715,,287.04
6336D,,366.94
1287X,,2947.18
7470Q,,1623.5
6119L,,7284.39
13455,,393.36
18563,,193.2
1869F,,154.12
41630,,362.7
2697B,,331.83
2393B,,487.81
25007,,244.22
2508V,,148.52
4751E,,298.37
83524,,79.72
27431,,152.51
8680B,,205.51
98238,,446.9
1953H,,152.06
5815Y,,1937.58
71500,,239.39
3376Y,,345.91
7582C,,350.26
2051O,,175.52
89458,,200.68
42650,,143.58
95525,,329.95
48376,,170.73
4184L,,6766.42
20401,,483.82
9635K,,293.29
83146,,204.73
5105D,,312.41
8929T,,378.14
2524I,,4987.13
2960Z,,300.99
33430,,2884.83
19702,,913.88
48292,,183.33
2193U,,143.44
1569K,,260.85
97732,,369.08
1288N,,430.2
4730U,,78.47
56355,,288.61
7865A,,191.83
29574,,67.02
35932,,6585.81
15802,,123.23
9856L,,5192.02
18724,,492.88
88836,,8250.99
99712,,257.08
5611N,,380.59
51541,,56.28
63767,,396.31
6136K,,167.66
2652Z,,206.95
5352X,,93.38
2936A,,3799.47
7894A,,3339.32
6504O,,464.12
35916,,439.95
38536,,350.42
3553N,,181.66
84704,,482.92
6395M,,74.55
7072R,,254.98
1034L,,441.62
6890C,,267.81
1114G,,279.17
8045L,,415.88
2760E,,71.57
12226,,483.37
22023,,370.04
6410L,,263.06
9860B,,470.63
29211,,153.54
4115Z,,385.9
97101,,221.08
9377L,,489.42
1232D,,370.45
12990,,3838.95
72449,,1795.02
67378,,370.35
9760A,,189.19
30747,,1109.47
46399,,332.06
30978,,122.77
3253W,,269.99
6065F,,438.94
30794,,73.35
57753,,3324.87
54802,,122.66
8594U,,448.65
1848W,,2038.57
8289K,,123.29
99298,,420.23
9614B,,183.55
84623,,171.19
84344,,359.92
11076,,412.79
4623I,,52.98
3532L,,478.44
8530L,,272.53
4574D,,4475.81
68011,,277.94
6709U,,306.38
28310,,439.96
22741,,9618.33
57842,,8936.56
28329,,234.66
98184,,298.81
2132B,,440.8
52170,,93.64
7705P,,499.81
4164N,,329.49
35966,,337.24
3281T,,126.38
28574,,379.64
50725,,429.54
4887H,,5713.96
2486E,,275.02
9519A,,270.68
94257,,486.11
8631Q,,316.05
87967,,2604.59
6944V,,315.77
72999,,7824.87
16642,,2686.92
28651,,435.18
2499N,,211.34
32676,,429.12
74524,,331.93
93805,,1795.42
8719J,,138.33
9781U,,218.35
7653T,,407.35
13837,,164.96
3396S,,279.68
2406L,,477.55
93840,,130.98
9982Y,,312.07
5970O,,460.57
91882,,82.48
51543,,333.73
2087J,,120.5
9435V,,499.29
4988D,,426.24
48558,,8740.43
2418E,,323.7
4535O,,134.39
96225,,86.04
48847,,259.54
45349,,190.86
75642,,179.54
9106W,,142.65
72983,,347.25
7144Z,,6407.93
22813,,3348.3
17798,,97.07
61640,,263.67
84019,,482.09
2237K,,251.13
81705,,269.27
84890,,228.97
2970K,,264.95
9928X,,111.87
81599,,246.8
77442,,455.5
6833Y,,481.06
5552H,,8442.03
89307,,496.64
6681Q,,351.28
75476,,454.08
92076,,5398.17
9614F,,369.93
37968,,379.53
79976,,106.27
59164,,86.09
12285,,9850.85
20400,,380.62
83486,,3922.41
1706X,,191.15
18023,,221.86
1845E,,1800.49
2757T,,366.48
9205Z,,494.14
99932,,355.52
95065,,190.14
1298M,,9109.33
38636,,1249.25
1304A,,451.49
5710M,,58.85
99621,,143.92
3523L,,60.89
94059,,400.57
9760W,,377.05
97871,,251.56
89375,,429.06
54160,,669.02
32022,,229.73
14617,,312.14
16138,,1451.98
77853,,134.97
6159L,,443.55
29116,,480.16
54707,,339.55
9238K,,315.25
2455E,,326.13
4615W,,7583.7
3103P,,188.16
1539L,,56.27
30383,,371.39
1852D,,64.37
3718Z,,305.36
9004S,,4580.06
40207,,231.7
94395,,137.19
82795,,358.58
4201G,,325.18
20460,,489.01
5668P,,99.97
8424V,,288.6
8014J,,428.53
18854,,4668.34
5134I,,123.92
58293,,165.08
22666,,357.21
3437X,,1594.3
75941,,458.51
9264L,,208.64
67894,,403.1
21833,,472.68
6693X,,203.4
9764I,,414.2
2409H,,105.29
9557V,,6493.92
86772,,7088.46
7922U,,5254.6
17490,,261
83426,,104.29
2951C,,105.64
4224Z,,460.21
27095,,496.94
6576X,,6298
39429,,2156.19
4330W,,376.33
34530,,476.03
18504,,428.56
3867M,,387.63
4842F,,272.09
6632U,,4321.26
44882,,169.37
1913D,,257.48
5931D,,232.47
1613K,,226.48
23778,,291.2
3507D,,284.81
20477,,107.8
1317U,,138.41
8319U,,3478.6
49012,,2935.29
66922,,4370.3
27536,,129.8
17110,,371.51
8592T,,438.1
2933U,,115.74
2657O,,6396.51
8802O,,157.3
56057,,5107.05
8473F,,661.29
6456V,,3447.28
43336,,281.37
9036V,,2407.64
3886D,,386.04
6740Y,,201.55
56991,,364.75
3153X,,4866.36
1078T,,342.99
11189,,317.18
5652D,,362.21
7521M,,8496.92
21480,,311.69
35887,,204.57
65338,,329.56
79142,,89.24
2949Z,,281.99
74742,,8135.18
8436L,,5788.52
6931Q,,158.65
82578,,109.97
6307F,,264.62
25819,,437.7
7734R,,6972.74
33672,,210.81
9542C,,292.16
70599,,104.22
32172,,153.85
65170,,8593.46
26515,,102.36
64703,,6315.64
6258A,,461.47
33945,,109.98
90137,,466.32
10545,,2249.1
5045J,,316.95
6412X,,193.94
4179X,,249.92
8134Y,,305.6
40919,,71.46
99041,,9105.12
47467,,121
53322,,85.14
3220L,,88.55
81474,,297.41
6546D,,3238.49
2190N,,208.28
98486,,499.56
24301,,258.7
77127,,51.64
6763W,,80.33
30659,,2470
4008S,,96.28
38543,,6334.98
2603E,,403.97
4694K,,127.97
21507,,263.19
5603Z,,101.53
19515,,335.13
1686G,,4200.46
6034Z,,314.61
41530,,9760.58
76085,,9352.63
35381,,117.05
65756,,230.37
37088,,273.92
11746,,83.14
97222,,7448.83
6767F,,168.41
3641G,,311.72
3325F,,483.18
1074G,,137.03
44823,,3427.72
7549L,,2355.4
9594B,,66.78
54743,,381.13
79406,,273.06
5795K,,95.36
10738,,7961.76
4767V,,477.78
81661,,357.4
31040,,2843.91
5162Q,,402.48
6948A,,479
9644D,,408.24
8832I,,4135.91
69613,,315.51
9572D,,158.69
98459,,275.25
8104Z,,443.81
27520,,8112.62
5137A,,491.23
52057,,6559.03
65256,,128.44
40619,,390.63
7014I,,4159.39
5942J,,325.14
6909Y,,9531.26
47807,,70.22
5987B,,61.36
9328F,,280.7
1135H,,355.09
85634,,230.05
82561,,363.05
8543V,,482.44
9790T,,269.88
98439,,491.98
58805,,343.57
4968K,,221.05
81809,,295.79
8268S,,214.83
91513,,95.71
9925Q,,142.22
16433,,111.49
84637,,443.07
6015X,,293.42
55776,,147.74
17498,,384.48
50213,,351.76
29362,,1923.46
96229,,445.38
32043,,203.42
52260,,346.43
4839V,,9836.92
63287,,220.18
67534,,391.41
54051,,221.36
30360,,499.94
1239S,,351.13
10645,,114.94
3103F,,207.1
9690K,,1950.85
5442Q,,8806.58
8352B,,4523.71
2540E,,2143.13
80570,,394.66
7258H,,260.93
3035M,,59.56
4923X,,427.24
34737,,358.86
73283,,248.97
24790,,4290.68
1473E,,6687.82
3449Q,,9941.67
1872U,,7500.49
4800X,,387.92
11219,,132.74
45812,,316.15
66801,,481.42
52134,,2822.85
53030,,190.62
42064,,7690.9
4645P,,1646.36
55251,,231.08
6362H,,2000.48
80993,,123.46
84155,,119.37
40259,,6043.83
7653Y,,2925.94
6626Q,,155.92
29638,,9354.77
4737A,,417.68
3990X,,115.21
9452Y,,7622.14
55449,,7886.68
10334,,134.99
6422J,,248.39
11897,,8733.98
3944Q,,363.58
7375L,,7725.91
1372H,,7601.66
19288,,227.51
78292,,7941.85
3122C,,58.44
8090E,,426.83
94522,,8096.9
1071H,,376.57
2901H,,5709.71
1999P,,4788.1
14072,,7529.66
62043,,8507.83
9515L,,1391.94
42531,,5217.49
5688U,,215.01
53812,,58.36
52221,,379.62
44187,,232.69
34621,,235.23
4320R,,262.61
3102J,,60.02
10280,,76.72
94175,,133.82
40096,,142.35
26016,,270.21
6493S,,339.6
56216,,383.87
46725,,342.16
60412,,4434.14
1529H,,312.27
49477,,157.45
71100,,179.81
63658,,6065.25
20883,,4355.21
16471,,487.23
9067V,,1331.7
8738E,,146.2
96034,,5441.75
4585U,,223.91
9561R,,409.52
37435,,347.61
62266,,303.49
5227J,,130.82
6550G,,6957.94
25735,,235.19
80441,,2171.08
35259,,8589.54
63310,,262.71
80750,,77.97
2212M,,194.5
89034,,464.31
99486,,401.09
90406,,113.87
18430,,320.5
48872,,374.96
98291,,4625.47
4727K,,74.86
4618P,,383.5
5539T,,209.05
9591P,,154.22
28692,,255.92
1987I,,7246.5
6483J,,313.07
84285,,121.33
2414L,,201.61
30816,,383.63
9059M,,79.83
57594,,489.81
43371,,4685.43
96345,,6033.46
87953,,69.06
3460W,,380.76
3489J,,495.96
9351R,,351.84
4493K,,473.37
8516S,,258.32
5796Q,,463.61
42199,,310.08
56019,,355.29
31502,,350.5
6431J,,349.23
16331,,136.34
8273B,,476.81
65479,,104.35
2907N,,150.82
24037,,3064.87
42250,,8832.96
91696,,101.02
57062,,150.71
8262G,,426.04
51514,,448.3
7193T,,449.94
68324,,260.14
74384,,205.07
8154F,,349.46
95044,,480.32
36166,,443.96
82599,,474.95
78853,,395.64
10320,,234.71
81477,,9842.42
5421M,,233.9
73644,,227.44
4130I,,79.89
49643,,471.04
8374D,,9793.45
86057,,8350.91
35373,,216.72
13173,,5346.28
83998,,62.99
5277H,,418.5
1511K,,363.52
8228U,,865.74
80194,,243.32
23576,,6266.06
4775Y,,6782.93
31245,,183.42
98843,,9313.48
3749P,,3415.74
5232F,,190.28
72217,,51.03
16297,,1186.99
6576Q,,8917.52
3608I,,455.7
2480N,,272.22
5282Q,,86.39
2771U,,205.02
9343R,,191.51
20101,,435.22
4764E,,94.46
6619Z,,5254.64
82632,,7806.3
9501N,,7421.09
8118U,,278.47
2696C,,146.76
48892,,3201.7
7580E,,378.83
1632K,,249.1
6625G,,5505.66
6104J,,377.99
56277,,322.14
71869,,101.06
89524,,460.29
1686L,,1362.18
77693,,471.78
7095R,,215.14
6324B,,234.92
46506,,144.21
5671F,,253.05
40066,,86.1
1779H,,342.86
54101,,615.43
6373U,,3847.45
90793,,66.21
4183T,,6115.61
22256,,301.55
95906,,435.17
6762U,,438.35
33802,,219.62
7171I,,1554.81
10133,,180.92
37016,,341.35
7421J,,395.05
8739N,,112.15
1192L,,3472.5
80283,,460.43
12860,,482.06
80282,,169.13
1896H,,439.28
5434Z,,1072.29
3151N,,126.55
1373L,,1351.45
4250L,,422.8
94426,,124.34
6739F,,489.76
41275,,199.53
6616X,,5303.21
29935,,3610.8
23989,,9665.83
4430G,,65.91
3032C,,456.04
4417D,,50.46
57023,,222.25
84377,,482.46
41417,,153.16
28145,,140.28
20257,,311.04
2335L,,332.84
75869,,7832.83
78163,,364.29
5221L,,264.82
36119,,8665.84
74984,,116.2
91744,,471.3
99912,,4327.37
6725O,,132.5
3472Y,,303.78
80009,,5478.12
7017V,,149.53
57014,,258.05
8184S,,164.28
3110V,,302.5
61477,,302.36
8099X,,5945.31
9316X,,6901.63
7434X,,1815.62
87655,,7384.65
4966Q,,7748.02
17363,,265.03
58606,,189.83
5792H,,410.29
96999,,2542.2
4204A,,193.71
15295,,294.11
8940P,,276.45
9571W,,276.28
5788J,,437.14
66410,,4553.56
55260,,274.93
31356,,329.02
5682R,,1947.79
9681X,,107.36
1650E,,197.57
31419,,110.47
1254A,,100.28
1111V,,344.38
96761,,295.07
8848V,,6238.29
5931H,,309.73
8476K,,228.28
2830N,,3586.24
7094T,,499.69
15823,,9411.26
36838,,7037.78
45102,,413.66
83960,,424.19
5302X,,3532.86
86929,,128.09
9705H,,348.92
4456H,,361.53
78627,,143.2
17360,,426.82
55931,,93.07
8753U,,248.46
34333,,7669.81
7383Y,,204.69
1264A,,245.37
7872E,,653.8
8962D,,337.54
65387,,133.67
4876M,,225.99
26329,,245.52
3293S,,9159.95
93178,,470.29
7454M,,217.98
78369,,421.54
17777,,7656.83
89086,,226.63
84453,,310.79
2598Y,,444.87
2613Q,,1875.9
27144,,228.09
8687H,,4686.45
90509,,264.31
42642,,139.49
44436,,460.46
3345W,,363.8
5923Y,,299.81
5708I,,329.14
4003D,,8404.41
76340,,7733.34
72957,,3216.37
9482G,,7907.51
69895,,264.39
1625C,,308.1
1510E,,285.91
8301I,,9026.94
9040R,,402.19
6863A,,7165.86
3118A,,325.47
2575N,,273.07
5815G,,252.53
8954C,,433.65
2826F,,97.23
9104X,,3545.16
8704I,,9088.26
2748I,,317.83
14293,,120.9
4222P,,9524.87
47592,,461.93
6266J,,206.91
45551,,86.32
51054,,370.64
58744,,354.41
3918A,,1496.52
59120,,180.83
2278R,,473.79
2348D,,327.78
66908,,438.82
22067,,375.99
42400,,9931.54
2253B,,495.35
20361,,303.55
7357J,,4419.5
6021V,,402.65
3454Z,,138.48
3644W,,5557.94
5280L,,227.46
53202,,435.2
4307I,,406.3
72318,,72.86
4489P,,64.29
7721C,,391.86
3299B,,205.86
1123K,,155.59
6247M,,304.99
30727,,76.49
82259,,436.76
5397G,,1280.93
6770Y,,381.84
40412,,310.89
1206P,,353.97
44376,,462.76
46867,,270.87
18234,,5839.25
86789,,3877.32
55879,,459.91
32447,,3873.73
8607Y,,201.45
9459F,,8556.4
23014,,1518.17
98130,,429.33
5813L,,356.46
75533,,343.61
6437M,,180.24
9542M,,1532.4
95528,,4448.56
4200F,,271.95
16056,,188.56
4137J,,433.16
2223T,,205.25
2294X,,303.21
96078,,3762.89
10706,,1706.53
6930Y,,294.85
64687,,396.9
5750O,,203.93
2223I,,226.38
3726O,,326.18
21503,,7839
1213R,,7179.4
88061,,292.3
2546F,,217.92
7864P,,214.76
3864J,,145.14
3863Y,,387.55
5720Z,,454.39
1578M,,328.73
98582,,9335.36
46531,,321.82
53139,,369.93
81235,,415.37
1785U,,6897.55
5413U,,64.37
1355I,,452.97
70363,,441.06
72275,,90.43
3074F,,390.12
5493F,,7310.99
4011V,,4948.52
3395O,,367.71
73109,,9314.56
59864,,463.6
4447V,,341.27
7967K,,316.62
5985B,,313.67
5323N,,6167.55
99249,,298.5
88050,,402.87
24628,,157.23
56773,,304.7
45261,,139.28
6268Z,,359.16
4484V,,479.87
80614,,7059.83
1485E,,95.75
6467L,,479.59
64483,,343.84
46297,,61.2
66645,,316.81
36840,,971.63
23658,,230.21
28617,,236.42
9953R,,267.55
9881W,,163.88
5928Y,,2994.33
4144U,,353.5
64756,,161.16
51046,,4780.57
25648,,357.73
5116E,,112.43
67806,,207.78
7612A,,361.82
9952Y,,8090.14
24595,,7861.96
33735,,775.51
98816,,274.47
6435G,,260.7
60098,,263.24
93804,,9039.11
27580,,116.42
7132F,,381.71
49482,,382.69
44932,,188.53
5920V,,162.69
14630,,376.33
81929,,251.57
2840N,,147.75
91129,,296.87
5000T,,93.7
74500,,304.74
68136,,193.04
4400S,,7486.69
9639F,,446.56
7900F,,60.81
7302N,,189.52
7587J,,444.9
4239H,,216.34
3071W,,251.62
10270,,264.16
9956U,,331
82458,,66.12
37474,,316.99
61337,,395.2
3769J,,196.07
5311J,,203.9
39737,,4968.01
1138T,,6333.69
24177,,388.51
5739Y,,5021.57
5772M,,60.83
78401,,396.63
16067,,3299.41
3035E,,7619.96
5606P,,468.07
28431,,72.85
50618,,8736.34
9325G,,8695.49
96182,,98.89
1645V,,3505.03
8377J,,361.36
1400D,,65.38
4593Q,,78.18
16231,,89.91
3692C,,116.74
43820,,406.41
63919,,248.35
78985,,3006.4
31760,,456.45
98839,,6855.58
23584,,369.43
7184X,,458.87
12509,,356.8
67518,,313.83
2079T,,1061.77
98315,,130.76
67557,,221.53
8388K,,5659.77
2121B,,270.57
1344W,,9253
4184S,,5614.39
6857B,,401.29
7793A,,216.74
9203H,,8763.2
3174H,,9660.24
32584,,4083.61
10137,,70.01
1976F,,292.86
48943,,68.41
5090U,,323.75
25655,,60.78
78787,,451.38
32079,,3154.36
7962G,,472.58
51422,,198.02
34708,,449.39
7281U,,412.01
99896,,259.22
5974R,,3076.85
30615,,142.97
8663Q,,264.09
3940Y,,459.48
1132A,,457.36
3386A,,57.1
61632,,232.37
63611,,3426.87
7962Y,,101.92
2016W,,186.56
41981,,101.18
35414,,426.42
39157,,7069.9
1001P,,105.1
67724,,480.87
42578,,133.57
1714P,,3604.59
8296K,,9355.08
1383Y,,7261.62
9855G,,115.87
7714D,,483.34
7884C,,138.23
31014,,167.02
1917K,,109.98
3461P,,361.51
3938A,,327.59
51373,,5381.75
2651M,,217.26
1894Y,,110.44
39350,,127.14
21098,,73.16
33211,,473.56
6226A,,785.44
8190G,,264.56
5290Y,,6100.42
99638,,224.23
66567,,251.28
9922P,,97.8
8479O,,4849.51
85827,,145.15
46730,,434.47
13817,,143.51
35764,,210.83
25709,,271.59
7936T,,360.31
2419A,,262.32
6692M,,407.55
9755H,,1061.87
4450L,,5488.7
35698,,463.08
3223L,,180.63
17374,,9221.76
64731,,437.9
88737,,2665.92
3456A,,162.98
8217O,,337.35
37366,,2366.22
31858,,221.06
1938Z,,255.35
2951Y,,193.8
37682,,3921.6
6096K,,259.79
7506V,,275.79
9657U,,126.94
3572K,,874.11
7597P,,374.46
3908Z,,8825.95
1216Z,,337.17
5982F,,202.37
6534X,,6619.38
8994S,,322.12
51131,,444.14
9467H,,313.57
3216E,,4088.68
8808A,,53.52
4479T,,5670.17
1074K,,8917.16
2660B,,82
43849,,347.81
6228K,,248.08
96488,,361.48
92109,,4394.84
7468Q,,319.47
9030N,,415.47
2733D,,125.73
87231,,292.75
51816,,212.65
78961,,242.8
89359,,230.59
25319,,5867.64
10806,,93.52
3422Y,,942.83
4945M,,56.48
77757,,155.71
31222,,495.28
5963I,,7118.61
4039Z,,348.37
73696,,9225.95
6469J,,1290.14
9590G,,479.43
13960,,184.73
3918X,,9301.36
70541,,4440
7123M,,417.71
13462,,373.13
9528Q,,2439.28
8270D,,457.93
59905,,191.02
5731L,,61.23
57428,,350.43
2778E,,331.17
31781,,5654.04
4098H,,199.79
87679,,5015.69
94561,,68.28
8735B,,210.25
78532,,55.98
91412,,140.67
78738,,5195.69
12877,,8538.01
58419,,1743.49
66467,,496.82
36713,,324.1
29705,,195.65
44568,,230.14
42990,,352.06
14555,,67.41
2362C,,264.93
9624M,,1626.82
20672,,3905.76
4617X,,284
42251,,343.44
37518,,465.98
28513,,186.87
1021P,,450.23
6585B,,116.18
65940,,215.1
9553X,,351.33
53110,,367.82
32960,,2924.69
8016I,,492.67
98869,,7593.39
9191V,,252.38
16741,,6512.9
9238G,,257.71
50805,,256.14
8361L,,115.21
34092,,229.72
8774Y,,6058.63
2269T,,87.87
6879K,,382.77
90517,,286.95
17907,,450.23
59384,,202.28
68338,,86.89
8712P,,365.98
7288I,,3551.55
8700I,,6555.7
76632,,1076.7
97003,,220.87
7766Q,,311.37
40362,,4269.54
7511W,,96.04
95778,,4844.18
78129,,774.49
23856,,2452.6
9174T,,271.81
59663,,9089.82
4505K,,249.5
4866L,,1515.94
1491L,,2822.71
3065Z,,204.57
3629S,,144.5
8083D,,295.72
39758,,2100.09
3904D,,110.79
9425C,,381.85
2108M,,106.83
5099Z,,138.18
1984Y,,5028.32
2363V,,4533.39
9632K,,254.25
2083P,,457.15
46350,,205.21
2975E,,200.28
9947H,,295.51
4866M,,243.08
91209,,6821.03
87165,,98.91
4687J,,469.26
90715,,7598.5
52291,,218.04
5033K,,421.67
33980,,8044.14
3186J,,5167.77
8140Z,,289.69
3893Z,,9086.34
3798H,,175.88
7037X,,268.04
4695Q,,232.27
5674U,,387.35
1356L,,355.62
3239W,,463.27
1940U,,238
94913,,9279.62
54019,,4823.43
90961,,322.01
6571U,,75.32
66285,,2905.63
16723,,341.98
41476,,185.62
99708,,6412.33
7388B,,365.58
96720,,283.95
19912,,454.38
62993,,140.28
7497V,,901.25
6261Z,,50.33
8245G,,443.49
6131S,,7299.35
6184Z,,6311.01
1910U,,213.12
3189H,,5970.59
37791,,973.95
5280H,,167.1
7367G,,1012.75
9032C,,129.8
1965I,,393.36
7088L,,412.28
5603G,,297.69
7874O,,466.07
85890,,406.21
55680,,7144.94
98371,,211.1
22075,,5284.74
4348I,,365.06
42929,,440.54
6276K,,185.31
2261K,,471.62
59726,,444.29
6329U,,171.56
4222F,,470.26
11362,,5723.3
8379C,,437.5
33221,,8078.1
6066O,,296.41
6632H,,346.73
20014,,3746.61
52149,,454.4
92166,,751.85
2346T,,450.77
4881M,,3640.9
72658,,207.45
59603,,324.48
28298,,2546.15
1883H,,55.9
11441,,374.71
91227,,337.54
7210P,,8907.56
6508G,,360.62
4571X,,230.7
8562Q,,332.73
33917,,383.97
1657A,,420.79
9673E,,2252.57
83313,,3986.13
92290,,79.85
73816,,3035.24
1795R,,9692.07
2429D,,127.54
37304,,180.87
59046,,334.34
5476S,,1488.81
1634Y,,8609.14
8400X,,393.5
7641T,,409.61
9955E,,472.36
5182S,,98.67
55783,,87.41
34069,,1207.77
9427P,,485.16
9061O,,155.46
28004,,472.6
16356,,164.68
4048K,,7811.78
3097F,,103.25
6254T,,103.12
68088,,7409.93
1973S,,6925.74
3500E,,67.66
6691J,,240.94
60072,,162.42
7950T,,258.12
9675K,,325.85
57932,,387.7
6385P,,140.2
23177,,236.95
70746,,348.81
7673H,,7620.77
67580,,96.52
39020,,256.3
29252,,177.95
7858P,,8928.44
4522U,,278.99
8201D,,395.87
7331J,,3527.99
62615,,206.85
5368M,,6340.8
40475,,67.15
6989L,,466.78
2496B,,126.12
49663,,300.79
3160J,,282.74
7719S,,352.34
25579,,88.75
7890Y,,153.13
97067,,147.49
24354,,144.45
8951T,,84.76
32081,,5509.85
22591,,1940.64
2262R,,396.8
51556,,166.5
74311,,237.7
38495,,62.66
4305Q,,7170.11
7277J,,4941.57
55216,,332.84
4824K,,5147.81
19291,,7459.5
8733B,,438.98
24684,,5297.85
21451,,216.07
9812F,,176.14
57286,,293.16
30257,,268.87
39883,,9491.97
76817,,406.89
82369,,197.27
82046,,77.55
3637Y,,382.13
89119,,267.45
2952H,,73.25
2537W,,189.05
8485E,,95.3
8169B,,282.83
74227,,280.33
48620,,253.65
6907D,,138
5976C,,6606.48
90040,,276.61
69810,,4026.44
93183,,630.86
78210,,51.69
6531N,,324.5
71245,,274.74
92681,,208.73
87116,,4468.46
3044P,,356.14
36496,,104.59
63025,,395.84
17623,,306.08
26402,,53.49
79721,,307.81
24008,,6903.46
42622,,1834.97
82519,,261.99
2994P,,3893.74
70547,,6544.72
3707W,,77.77
5821M,,296.66
60551,,183.72
11856,,152.91
99355,,301.86
8675G,,452.32
9955T,,437.69
8522S,,316.5
2759R,,382.06
4770H,,3613.52
30192,,348.43
16530,,260.51
66029,,5684.98
2323V,,76.81
2235S,,5769.76
2086K,,432.34
9397U,,8166.41
3755K,,154.45
2806J,,8685.39
50246,,9678.42
9115R,,57.08
12419,,180.97
13132,,177.67
41225,,407.46
92735,,8771.14
95594,,349.41
3395G,,9881.92
4928F,,237.48
8738Z,,482.79
1105N,,487.73
47653,,150.16
21037,,400.69
43028,,95.14
23614,,482.42
71162,,8404.28
81582,,411.42
83985,,211.77
68782,,498.63
51165,,259.15
8489X,,257.42
82493,,939.94
25199,,425.36
1875Q,,405.07
7979L,,109.91
3107D,,380.35
20341,,332.51
9552J,,372.24
5173I,,98.52
3558E,,1384.95
1579V,,9398.16
6191K,,224.03
6651Q,,311
97022,,279.51
66189,,250.89
1158Q,,186.97
75488,,5111.07
6747L,,7152.05
95836,,367.31
63157,,228.21
53474,,4098.58
14179,,350.05
2306O,,122.09
96101,,321.49
63872,,1478.44
93714,,6540.19
1504X,,4663.02
59264,,9885.16
14795,,468.74
1376D,,433.59
18813,,268.78
3912S,,8374.79
4836S,,350.45
95436,,7807.61
51035,,346.85
7239F,,236.64
1330L,,346.52
3198S,,347.71
4314Y,,364.39
79969,,107.21
56379,,8690.63
4631D,,275.73
3013G,,254.48
7203T,,1736.41
49086,,3711.75
8375Z,,146.79
55407,,434.47
3009F,,64.4
8488Q,,106.54
9155W,,2454.84
24816,,321.77
53763,,461.76
3256N,,756.97
39649,,145.47
6254C,,234.66
2557Y,,3847.19
79099,,479.7
8179B,,92.9
60662,,7629.83
13318,,283.45
1996L,,209.85
93650,,63.23
14008,,93.42
4544B,,435.17
1925H,,287.97
22973,,357.45
3603Q,,3897.07
6397R,,466.94
14986,,97.77
1130K,,8984.18
50518,,6637.8
17859,,350.87
33684,,63.54
5064E,,378.03
1547D,,288.29
6459Q,,227.83
9833E,,488.52
9431U,,188.67
31972,,422.04
4822G,,378.38
7428G,,245.41
7190S,,5280
11834,,322.44
1848B,,255.45
60348,,5502.23
9250N,,3057.49
2125O,,404.37
32348,,1828.17
9802Y,,333.98
27791,,118.11
8085O,,184.97
1780H,,360.06
5655R,,441.11
54331,,61.41
85642,,432.18
6174K,,287.69
6710S,,451.3
7233Q,,497.89
3556N,,3036.99
75170,,8773.41
55591,,197.82
2624U,,147.88
83371,,197.58
8581P,,241.14
51601,,472.45
57111,,105.15
1180B,,2332.3
8381O,,329.45
1527F,,287.65
2030F,,417.43
9256W,,9013.1
9510C,,412.98
7551B,,459.72
2351M,,333.06
51915,,1378.75
15200,,109.34
71376,,246.96
72824,,6497.43
2664N,,3555.7
9146G,,84.22
94506,,1476.41
78672,,4765.69
7511R,,163.52
49692,,594.11
18451,,471
62157,,354.63
4465C,,258.62
3854P,,2445.69
3588X,,193.87
7519G,,60.34
5256L,,9041.11
2851P,,107.28
58198,,284
31586,,155.32
71446,,271.12
5105L,,106.86
7843U,,481.69
12496,,93.51
58923,,1614.81
5225S,,394.55
35623,,149.81
21566,,378.2
1121R,,97.73
79543,,97.32
8179I,,258.54
8891Z,,9306.88
63474,,1601.96
1092L,,6988.21
4433N,,4428.03
60267,,226.28
4398K,,322.75
70240,,6430.07
75568,,210.65
68227,,294.64
30349,,577.13
86622,,279.05
3702I,,108.25
3154Z,,6913.02
86636,,200.88
3271N,,181.36
3846W,,294.37
7676J,,245.65
4265N,,5785.29
13122,,358.26
9060D,,202.42
24357,,199.19
2579J,,125.74
80773,,150.06
4471J,,8244.22
32038,,494.51
4219Q,,8491.31
2032T,,3900.67
65701,,357.81
9836S,,169.5
95570,,1891.67
8897A,,324.37
49412,,384.99
2926S,,242.82
9319F,,144.71
6738P,,3030.31
4396E,,3564.65
2883A,,226.19
24725,,7893.65
8880B,,132.51
8494H,,245.85
8503Z,,192.72
62940,,189.07
5183D,,420.6
1301H,,119.04
8317Z,,110.55
26585,,9098.68
5247F,,426.14
43626,,228.7
4237A,,9908.59
22559,,7029.38
40966,,6912.89
9523V,,484.89
2253K,,9345.01
27795,,290.42
29997,,4171.17
5298I,,96.84
23215,,199.11
84709,,490.86
9661K,,6821.77
32864,,231.85
5421J,,150.82
5477P,,9068.83
29911,,446.74
1194R,,289.36
6339A,,461.63
63234,,9681.22
9034U,,206.86
56313,,5662.43
23858,,242.33
14197,,465.18
9369M,,1852.18
22686,,354.07
60942,,100.35
41418,,398.97
1648L,,393.03
10585,,322.26
93526,,273.49
88659,,330.38
